Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Liberia,LBR,52.27462612,38.69133789,45.38942156,44.23947371,57.76264158,52.96292808,46.40354834,45.90322483,45.58264678,34.81815617,36.88681211,35.31776502,37.32657015,35.08487542,24.30608927,21.66372975,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Libya,LBY,51.29111138,45.52794376,33.08924166,33.75513268,34.21350838,35.34671653,34.63197854,33.44188711,32.27250124,31.12488418,30,36.66666667,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Lithuania,LTU,27.47111682,27.81136638,25.50478215,24.01536984,33.46613546,33.19256757,32.36130868,28.88755981,28.74513619,27.50927492,28.21989529,28.90046491,32.61636187,33.71982653,33.12587262,33.84651384,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Luxembourg,LUX,17.86098173,17.26050986,17.21843533,17.11368938,16.51922995,16.86844716,17.19673902,15.29526071,13.37558308,14.21535754,14.77863083,16.58466139,16.29417316,16.80978343,16.85714651,17.31990257,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,"Macedonia, FYR",MKD,96.72783735,96.36711487,44.22491674,42.88711166,41.61278202,39.69667477,35.3154651,35.55903741,30.27975673,32.98004434,36.5116695,35.58989216,37.12463816,36.75826169,36.38561179,35.5695926,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Madagascar,MDG,43.66188001,38.48056286,40.39451948,49.47884756,42.0993587,42.31535931,40.08740078,41.68702798,44.61526279,44.60773534,43.52013458,36.75029179,41.68435744,40.0273069,31.17127045,28.1660962,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Malawi,MWI,14.27227162,16.54205507,17.14832504,18.72673879,12.86424981,13.06180349,18.17900503,21.23329566,20.4376803,19.90061244,15.22518096,13.92924405,13.32955741,9.21920518,11.98882959,17.54628661,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Malaysia,MYS,50.27041245,47.96349377,48.25363798,47.98493538,49.40447354,51.68587916,47.22657387,47.30850859,46.31511592,44.98875391,48.08309969,47.81381553,47.04339444,47.23163391,46.33933993,47.89226307,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Maldives,MDV,52.62203763,65.34995619,65.16896299,65.34109391,67.99009392,64.30764317,59.73397795,52.81666378,39.66210957,39.81142788,45.91004079,40.11629659,41.69539018,28.67826756,21.97977685,18.00890336,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mali,MLI,74.18230184,71.88648247,71.49976932,67.14572739,56.22732113,58.42006062,57.59724533,60.60885041,67.34938059,69.59507863,69.93427521,68.03426087,63.67131743,57.44155637,47.88823149,47.08352364,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Malta,MLT,27.47673339,30.94050711,29.66597551,30.30108637,30.35416117,30.99133509,31.64015655,33.25749278,35.27170685,35.08326277,35.47974339,35.54449995,34.42649793,32.46803192,38.56017727,39.33068647,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Marshall Islands,MHL,10.49703336,12.23307339,13.6816548,13.97607867,12.68172784,10.44297222,10.00905433,12.31271051,13.56608329,14.02354102,15.12428917,15.30783801,14.71980595,13.81245755,15.07786954,13.23332589,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mauritania,MRT,81.17972772,80.28922799,72.45647154,70.75118248,73.05830448,69.93950437,71.75615406,68.453273,64.47277815,65.66417065,65.469071,63.53305601,60.08021127,53.41711965,53.02617323,52.24970542,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mauritius,MUS,46.47234683,46.21652397,47.10011576,47.44266211,45.60753035,51.77449472,55.0384592,58.02252782,63.80206031,60.36982654,53.97322645,54.94377049,53.39266051,55.92298648,52.74318577,51.47731258,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mexico,MEX,..,..,..,58.49080883,56.54201987,57.76345407,57.17291027,56.1816764,54.0864214,53.33152948,51.35290311,48.67358803,48.40818108,47.23685667,48.20774851,47.83131508,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,"Micronesia, Fed. Sts.",FSM,5.30324092,5.28244544,5.91989149,5.3118378,5.40195189,5.27242563,5.41115878,4.97657313,4.45434441,4.06080019,3.5633671,3.36395892,3.26769855,3.07354465,2.84764183,2.73137395,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Moldova,MDA,49.08607354,53.05067432,50.06020866,49.90341833,38.54513486,42.90440836,46.57254045,45.24321825,48.29371701,46.54567453,42.17391304,45.99888703,43.43947723,43.37186898,39.25193092,47.18191293,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Monaco,MCO,19.9695122,19.9044048,19.80131709,18.9999586,18.8855963,18.94521977,19.17688488,19.83720578,19.45422288,18.67966002,18.56490134,18.85276967,18.72193259,18.9030449,19.03408868,19.15287751,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mongolia,MNG,23.73442249,26.9195958,26.52945236,26.05039238,28.85371553,31.64366151,31.34433205,27.71012512,25.65915227,26.60171773,31.24432076,35.89178969,35.0189266,39.89001327,40.50390112,42.93181976,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Montenegro,MNE,27.27274485,25.93167086,27.6640793,23.36749873,24.32155852,25.97350577,26.07418359,32.6244923,35.9760588,37.04357634,34.08921504,34.12213581,32.85754934,32.69387036,33.28890654,32.39223075,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Morocco,MAR,75.05120271,73.25927964,72.15322996,72.33672683,72.53165351,73.78761935,62.83436677,58.76467227,59.53016492,56.78390377,59.65390447,58.29679308,56.90773374,55.09237964,54.9852226,55.71455661,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Mozambique,MOZ,17.36526027,13.5033609,17.20067359,12.65427818,12.84765019,9.41332483,9.50670264,9.70132938,10.36981767,9.3821142,8.26502705,9.2978171,8.22022486,8.71284215,6.88414532,6.84643656,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Myanmar,MMR,85.92344427,87.60152756,83.77747794,86.70719179,86.32451074,90.81006368,84.19917394,86.3285317,86.59692322,83.98928987,79.39713927,81.72931033,69.25659227,64.0665937,74.14389707,73.91067585,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Namibia,NAM,33.26651117,33.00264021,33.00035987,33.99835598,32,35,35,25,23.3600421,33.82772276,33.29415604,35.37835517,37.99997056,33.70485123,30.00017748,27.75400454,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Nauru,NRU,7.03319587,6.74876328,6.61617104,6.62326765,8.36896063,7.58556191,6.77797388,3.9891328,4.27480009,7.07564795,6.08664963,6.73495975,5.98368028,9.44203235,8.18383894,9.61996097,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Nepal,NPL,62.96662476,56.72422501,57.44410387,59.51777519,58.53603629,57.20270619,49.72561967,67.26133867,66.54653978,63.8300291,68.01686784,71.37844734,69.00079718,71.02209504,70.84380702,71.38908025,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Netherlands,NLD,..,..,..,33.45982792,34.38521155,32.72865603,17.33357576,16.99430308,18.31149989,17.56527536,17.44964841,17.81398606,18.02892006,18.92550624,19.33356034,19.28936164,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,New Zealand,NZL,21.98373991,23.5784359,22.09978688,..,20.36756808,20.3221876,19.93089306,17.60529501,19.39749925,19.329107,19.41971784,19.57720613,19.8921473,20.1831779,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Nicaragua,NIC,47.62624991,47.5645222,52.06679519,55.48896778,49.38309827,46.65522481,49.3245142,46.82578898,46.40145764,43.51348018,47.02217321,41.87929419,39.67634783,40.64875512,39.28635659,38.36687376,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Niger,NER,65.87440314,61.48765584,61.07217791,67.10438855,66.52982226,55.4454262,54.30982895,58.56704652,56.56337099,57.72369402,61.73849724,60.54464536,60.39793183,56.12182303,58.41712242,53.21931915,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Nigeria,NGA,75.2424253,76.60387192,80.07905183,84.51541008,77.06780152,79.58510628,79.20033364,75.09884031,74.45002689,77.6270786,79.68792548,77.22768096,75.35070959,73.14585179,74.39284833,73.72927738,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Norway,NOR,..,..,..,16.83320832,16.98276355,16.94884574,16.65839848,16.29890756,15.81110512,15.51223408,15.26832333,15.57692308,15.24477191,14.97706439,14.71106311,14.60245288,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Oman,OMN,18.24826341,17.97150878,16.53001366,17.12699725,18.08599379,17.65610634,19.31105327,18.85988599,21.16641642,18.70296607,17.2864365,18.17701603,17.56880106,12.75935338,10.2340261,11.74637278,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Pakistan,PAK,64.60223338,63.99142594,60.27129362,68.57619388,69.1512408,73.75717974,80.47629455,74.91368026,75.7704491,74.86385597,73.03994198,69.41794862,66.84024805,67.58123468,68.80646098,68.79430901,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Palau,PLW,19.59679821,21.20713812,24.79282361,25.6360731,21.58377825,25.26136027,27.06691716,28.00033368,29.89288108,31.51177596,28.84736709,29.58660925,25.66379286,25.16308522,23.96815601,24.23204201,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Panama,PAN,32.00232369,33.02830432,33.67444829,34.27622149,33.33344923,37.0760306,34.60573663,34.24312428,34.20057989,35.34527187,35.14701083,37.86103144,42.60129617,38.29696378,38.11922071,37.36280835,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Papua New Guinea,PNG,9.29002044,9.52901158,10.29433373,8.78297808,8.4750833,8.19551597,8.10734151,7.78150479,8.69522934,10.39126961,12.28368159,12.23990645,8.90326914,5.57348277,4.31711822,5.76280566,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Paraguay,PRY,56.35248125,60.63886126,64.30645355,61.41046467,61.64660264,60.83095358,58.1063049,58.21746504,60.69704247,51.86345198,53.35157043,50.74881125,46.0096163,49.25729308,45.75550571,46.36584589,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Peru,PER,47.37604091,45.70535059,43.80427027,41.45045953,40.72845031,42.23126616,45.97612197,49.41772004,50.50572211,46.9808952,45.94961611,46.11087097,45.26463919,41.48930256,37.61659566,37.82312063,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Philippines,PHL,52.06912393,55.60748625,60.12582885,60.41436072,60.37035231,62.68797966,64.07989213,66.73092269,68.38460276,67.02293916,66.30507809,72.66105882,72.68632501,72.04222666,70.71464399,68.05496966,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,29.19050817,29.25352288,29.92574847,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Portugal,PRT,29.53221168,29.18654633,27.41209758,28.99515323,28.9798418,28.730389,30.86732248,31.28804949,31.61521922,30.07929062,30.23138457,32.30544592,34.43065708,33.07762428,33.9177472,33.78264352,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Qatar,QAT,40.48460201,36.95450617,37.08582192,24.97864866,25.01207701,25.0877335,25.16354203,25.23950247,25.31561463,28.98588604,29.00969444,26.56856734,20.91213206,15.8297045,13.25698326,14.58750941,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Romania,ROU,19.41972211,18.94092169,17.83514512,15.52602221,25.13057753,19.18761943,20.36452131,18.06598876,18.53556532,21.24129711,20.0006563,24.74222882,23.07170646,20.65685027,20.99708663,21.97212682,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Russian Federation,RUS,40.43967007,41.75972038,41.51320307,41.7503681,41.10625333,38.75632211,38.19020614,37.88073628,37.32189791,37.9331357,38.62093263,37.34941013,36.29253623,37.61935952,38.21345403,38.92083671,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Rwanda,RWA,27.68608867,34.15628498,33.87020053,25.75308946,31.33631736,33.83170127,32.40002663,32.02137381,32.79485519,32.53534646,32.40457116,33.46741466,34.09006107,34.79083152,32.55229452,34.47541041,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Samoa,WSM,10.30314817,12.8683738,12.8013037,15.48601177,13.96781969,14.04229399,13.79351157,14.07860898,14.64005247,13.40807784,13.57972711,12.8459598,14.69217661,11.91186499,11.83415424,12.38672255,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,San Marino,SMR,27.17650708,26.00141778,26.82662851,25.34446958,24.5761331,25.02625524,22.7881719,20.73592396,20.4174258,19.90023555,18.585494,18.31153442,17.66737035,18.48033662,18.96862417,19.12800396,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sao Tome and Principe,STP,27.31119605,31.11832123,32.62957254,26.31477824,31.08805918,28.94278672,40.25457704,37.46140035,36.55494119,22.84436781,27.25368136,23.39541323,17.53801389,14.65984384,13.89273552,13.72620365,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Saudi Arabia,SAU,27.94761284,27.45950859,27.685841,27.62561332,28.52048886,27.50499097,25.58729018,28.10183397,34.17162672,31.76896405,35.15056662,31.15469128,29.96625526,28.99156235,26.5749889,28.68607095,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Senegal,SEN,59.34371969,57.37114954,61.69376894,61.55728443,63.81467602,51.44923813,49.19399626,57.53656782,55.62113515,55.27039605,55.67173623,56.11805542,57.53410785,57.81556798,56.95004544,56.53907892,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Serbia,SRB,34.5660941,33.1804556,27.82919717,28.94123874,31.00785643,33.76436207,36.8017262,38.40029287,37.8658119,38.01748346,38.09447729,38.0603487,37.1333737,39.46339937,41.18288089,41.90865627,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Seychelles,SYC,17.88831933,15.46083761,13.48501915,10.48925724,8.18608754,7.05343978,5.85289846,5.82215244,6.3890744,6.29227905,10.20336983,4.83577263,6.4923425,3.75966901,2.72853637,2.54142026,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sierra Leone,SLE,59.48655694,67.70001527,65.32041908,67.52530825,63.72097223,63.03638012,65.46165019,69.63864176,69.01635945,64.3350336,55.92000087,61.75459266,68.41684248,63.18403318,40.23536042,38.4079902,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Singapore,SGP,63.66709961,72.11495173,68.67195072,62.92526638,67.53621206,67.0137931,66.0795903,66.50854568,62.6937343,58.50047254,57.31320319,55.97855715,54.05338809,52.29338256,49.04786748,48.12424365,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Slovak Republic,SVK,..,..,..,..,..,24.71400325,30.01745576,30.7004634,24.63688809,26.51309926,28.09234742,26.21966279,27.830671,25.79470821,19.77275417,20.28387421,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Slovenia,SVN,..,..,..,27.14619652,26.54847811,26.48320875,26.84059365,28.44169479,26.40824563,26.88422485,26.60994899,26.60315641,28.09896444,28.8917702,29.57620509,28.70362896,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Solomon Islands,SLB,4.3384263,2.79291285,2.71115231,2.8937791,4.33467132,3.43317183,4.03658074,4.21563747,4.23160827,4.3365519,4.56760411,3.82124463,2.9793383,4.12064802,3.36122244,3.28691597,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,South Africa,ZAF,61.65239837,62.2094737,65.05577662,64.26303271,57.19335313,57.55444263,50.15971038,48.59731516,46.92625494,46.65093434,44.23000285,43.10120279,42.99768622,43.48958012,43.74012828,44.01413435,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,69.48835212,65.19771064,58.53961219,64.73310144,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Spain,ESP,..,..,..,28.68367751,28.41738919,28.12971817,27.53048646,27.27504766,26.36407491,24.6026751,25.21864509,26.21361291,27.79532281,28.92434205,29.98585075,28.97113647,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sri Lanka,LKA,33.55204538,34.66402537,34.417177,31.97123343,34.7029057,34.56238628,34.59740016,37.78870033,42.87882322,44.70526315,45.11542585,44.97555413,43.73728165,41.67290115,41.79929525,45.15143721,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,St. Kitts and Nevis,KNA,57.70480936,58.73470035,58.92739044,57.48358994,55.77477906,56.29159084,58.11145676,59.79697025,58.99891007,58.45318695,59.68234919,61.27672433,61.47286377,62.29574298,61.70948578,62.44396047,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,St. Lucia,LCA,57.60991562,57.0695723,58.88691211,61.09875451,62.23604499,63.46566747,64.23820234,67.50382629,66.61341288,63.20099073,64.52644862,66.53191532,62.25799033,62.45315278,56.63610673,52.60924184,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,St. Vincent and the Grenadines,VCT,19.07844561,20.68261161,19.36425774,19.32806449,20.43832731,20.8521052,22.06089077,21.89702512,21.52536449,21.91375422,21.12532068,23.10686948,21.47277388,22.63067625,24.17154009,23.67309975,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sudan,SDN,66.17405583,66.66666667,65.79949239,66.06731213,60.74929972,58.25021374,59.07955019,61.12584733,65.58715471,55.22544565,64.43519482,68.40171464,69.45655559,78.14557255,71.03337997,66.92119565,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Suriname,SUR,37.36123182,55.10318305,53.32156612,54.52824714,55.15470079,56.80347821,45.68057935,47.9255783,50.13342985,46.70850783,48.45113297,48.88162381,46.70563662,47.06548898,48.36443472,41.05115554,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Sweden,SWE,..,18.15195608,17.81233713,17.42595404,17.83456531,18.24452635,18.19482994,18.14756519,18.14256394,18.03902903,18.11690507,16.03339437,16.41777343,16.61568974,16.63375998,16.33639282,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,30.4717654,29.82821781,28.86063598,28.24515531,29.20469862,29.27344287,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Syrian Arab Republic,SYR,64.32570584,58.37926789,54.17683372,51.75325266,52.02946827,49.49593791,51.46213041,51.92124744,53.01201478,54,54,53.37520304,53.69127815,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Tajikistan,TJK,79.22077922,80,81.11888112,74.19656609,72.75082057,67.6990524,70.29306988,70.89633925,68.40242168,68.83243797,69.24253641,62.17833836,64.35105583,63.99511664,61.92945086,63.39459315,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Tanzania,TZA,39.71265017,41.65887025,43.23912312,44.23005873,37.87034633,34.11227039,26.00000787,28.73894164,32.91809292,35.01239034,32.8244495,33.03837409,28.23595431,27.42354479,26.69047922,28.06046488,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Thailand,THA,42.04380189,42.01194874,34.86580103,34.19282223,33.1311733,33.85907608,24.6526111,21.12120214,21.70176655,24.4080258,23.63463984,20.95243919,21.7084784,21.46082034,22.19008475,21.09975806,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Timor-Leste,TLS,..,..,51.47540964,40.93298187,34.59949751,33.20266241,22.02329881,18.36953033,11.52039199,8.85247462,11.57354192,9.95164259,9.52685943,8.94899443,9.36454896,10.26834919,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Togo,TGO,83.44243264,81.91613164,80.80302082,78.64099342,75.75985368,73.75972516,71.11090866,69.15256703,68.54665914,68.70717733,67.53607077,67.19094968,62.50183911,61.2801033,61.32994789,56.81768255,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Tonga,TON,16.52586072,16.0037507,16.90086768,17.91294958,15.75358392,17.67287266,14.75531021,15.65268541,13.31435162,19.09707481,17.41865678,16.89173166,14.80012566,15.8570287,15.24380321,13.70774292,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Trinidad and Tobago,TTO,57.30266285,54.25775853,54.06380061,56.14044146,56.02325738,50.96668029,51.1033673,51.43704417,51.272262,50.63361704,42.50270139,44.64562843,48.05826205,44.15631758,45.07359939,46.05946725,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Tunisia,TUN,47.22982154,47.72390125,48.15386388,48.51646846,48.80898477,49.11579081,47.42406643,46.06258712,44.92797024,43.94189836,43.04773881,42.20585065,42.93639821,40.80529538,41.80558636,43.27102581,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Turkey,TUR,..,..,..,28.79306199,28.29703475,32.25381666,31.14785401,31.21662312,27.30619048,19.50198573,..,20.87112226,20.82836298,21.64958573,22.39485453,21.86616308,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Turkmenistan,TKM,53.34815226,65.39509537,65.31695984,67.94590425,77.00288165,78.74972158,81.51774492,73.59654457,83.71192015,75.44722342,75.73234455,73.56891708,72.83851382,71.30325487,72.75561772,75.80947211,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Tuvalu,TUV,0.51962773,3.63142124,6.29539479,6.44846026,7.25753951,6.43824425,4.33115736,5.43010365,6.0460876,4.13132645,3.49307602,4.07436936,4.14542384,3.99451771,3.74100045,3.74764462,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Uganda,UGA,48.17028406,49.65534,55.95142442,64.17714441,56.90474154,57.87705858,58.25010355,60.53896805,64.65932429,67.78582673,36.37719478,38.38513919,45.64387636,46.20917617,47.44792217,46.70797536,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Ukraine,UKR,52.67957967,51.09322295,48.7521201,44.2504799,44.80389236,41.28135106,39.06919145,40.12753586,41.24181811,40.93461471,41.17412257,44.61878554,44.14772605,45.21500523,51.73743465,51.15760643,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,United Arab Emirates,ARE,31.16953942,22.98960323,38.77114783,38.72491793,42.89268742,43.1589391,42.69578249,41.3262963,36.08961121,26.31716535,29.14584026,27.57902646,27.45520828,28.02826424,29.02361599,28.74894452,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,United Kingdom,GBR,18.21007535,18.31075066,18.07061568,18.29798795,17.05669028,16.69989969,15.83681938,16.76985905,15.64728424,14.80290802,15.20477364,15.755166,16.43778131,19.8129107,19.67465424,19.63845889,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,United States,USA,55.83299194,54.87245926,54.88885583,55.10389962,54.7748198,54.63531354,53.70261495,53.62924252,52.61364142,51.70289747,51.47330379,51.40794783,51.5074341,51.12835962,50.01500716,49.64380284,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Uruguay,URY,54.19139156,50.55416994,48.58037294,45.50226796,47.65949225,48.31101938,44.92009876,46.93648834,37.34698143,39.47887014,38.50986236,36.22292251,32.87721018,30.83925193,29.70393074,30.09273768,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Uzbekistan,UZB,52.39866021,51.59262658,55.33380435,51.41598299,53.93827337,52.9133427,54.37327282,51.8422699,49.3974425,49.23859168,48.01825257,47.65535926,46.46086287,45.80662207,47.59301331,45.29638853,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Vanuatu,VUT,30.62438132,25.50514456,30.07534293,27.04951456,22.22430847,23.25224302,21.05673901,27.72316148,28.46738486,18.94266861,14.70549104,17.9108734,15.30235754,7.51186583,11.05751714,12.00140288,..,..
